timestamp_ms,value
1702327255546,5338
1702327255570,5310
1702327255590,5310
1702327255612,5294
1702327255642,5246
1702327255666,5238
1702327255688,5230
1702327255719,5182
1702327255739,5182
1702327255767,5166
1702327255792,5150
1702327255816,5102
1702327255836,5098
1702327255858,5070
1702327255888,5022
1702327255913,4990
1702327255945,4958
1702327255976,4926
1702327256009,4894
1702327256028,4862
1702327256052,4830
1702327256072,4822
1702327256093,4790
1702327256123,4734
1702327256147,4734
1702327256169,4750
1702327256189,4798
1702327256230,4974
1702327256262,5078
1702327256287,5166
1702327256306,5182
1702327256338,5270
1702327256369,5310
1702327256394,5358
1702327256426,5398
1702327256446,5398
1702327256470,5374
1702327256518,5406
1702327256543,5406
1702327256565,5422
1702327256585,5422
1702327256614,5422
1702327256639,5406
1702327256671,5374
1702327256691,5374
1702327256721,5358
1702327256754,5334
1702327256789,5278
1702327256811,5270
1702327256831,5246
1702327256861,5214
1702327256893,5166
1702327256918,5150
1702327256937,5118
1702327256965,5086
1702327256990,5046
1702327257014,5022
1702327257048,4982
1702327257075,4950
1702327257100,4910
1702327257119,4910
1702327257150,4846
1702327257175,4830
1702327257194,4822
1702327257216,4782
1702327257236,4766
1702327257261,4726
1702327257301,4654
1702327257331,4638
1702327257356,4574
1702327257388,4606
1702327257408,4638
1702327257432,4766
1702327257460,4798
1702327257485,4926
1702327257504,4950
1702327257537,4990
1702327257577,5038
1702327257605,5086
1702327257631,5102
1702327257656,5102
1702327257676,5086
1702327257698,5078
1702327257718,5054
1702327257748,5054
1702327257781,5054
1702327257805,5054
1702327257836,5054
1702327257858,5038
1702327257878,5014
1702327257903,4974
1702327257930,4958
1702327257955,4894
1702327257974,4862
1702327257999,4830
1702327258037,4790
1702327258062,4766
1702327258101,4734
1702327258134,4686
1702327258159,4662
1702327258191,4606
1702327258211,4606
1702327258241,4574
1702327258263,4566
1702327258288,4526
1702327258307,4510
1702327258330,4478
1702327258361,4430
1702327258381,4406
1702327258413,4350
1702327258443,4318
1702327258468,4350
1702327258500,4446
1702327258520,4502
1702327258544,4630
1702327258572,4670
1702327258596,4782
1702327258627,4814
1702327258660,4910
1702327258690,4974
1702327258715,4990
1702327258747,5022
1702327258767,5022
1702327258797,5022
1702327258829,5054
1702327258854,5054
1702327258873,5078
1702327258917,5086
1702327258947,5086
1702327258970,5086
1702327259000,5070
1702327259024,5054
1702327259047,5054
1702327259066,5022
1702327259096,4990
1702327259121,4974
1702327259150,4942
1702327259186,4910
1702327259208,4918
1702327259238,4862
1702327259258,4854
1702327259285,4822
1702327259310,4798
1702327259336,4782
1702327259355,4782
1702327259388,4734
1702327259407,4734
1702327259446,4718
1702327259482,4694
1702327259506,4670
1702327259529,4654
1702327259559,4590
1702327259579,4574
1702327259606,4526
1702327259631,4566
1702327259656,4638
1702327259676,4702
1702327259720,4910
1702327259740,4926
1702327259772,5038
1702327259792,5054
1702327259817,5150
1702327259837,5174
1702327259870,5246
1702327259889,5278
1702327259919,5302
1702327259952,5310
1702327259988,5326
1702327260061,5310
1702327260094,5294
1702327260114,5278
1702327260144,5246
1702327260176,5230
1702327260201,5214
1702327260221,5206
1702327260253,5166
1702327260283,5118
1702327260315,5086
1702327260338,5070
1702327260368,5038
1702327260393,5006
1702327260415,4982
1702327260438,4950
1702327260468,4910
1702327260490,4906
1702327260510,4862
1702327260540,4798
1702327260574,4758
1702327260604,4718
1702327260629,4654
1702327260652,4638
1702327260682,4566
1702327260701,4542
1702327260734,4478
1702327260764,4438
1702327260788,4438
1702327260811,4462
1702327260842,4574
1702327260862,4670
1702327260895,4814
1702327260925,4846
